grade,subject,approvalNumber,title,type,author,publisher,barcode
י,מתמטיקה,4599,מתמטיקה לכיתה י' 4 יחידות לימוד  כרך ב,ספר לימוד ,"י. אביטל, א. אופנהיים וא. שרייבר ",יבנה | בונוס,119146
י,מתמטיקה,4576,"מתמטיקה לכיתה י' רמה 3 יח""ל חלק ג' אשכול פיננסי כלכלי ",ספר לימוד,"א. עוזרי, י. שלו",יצחק שלו ואתי עוזרי ,77664
י,מתמטיקה,4576,"מתמטיקה לכיתה י' רמת 3 יח""ל חלק ב' אשכול התמצאות במישור ובמרחב",ספר לימוד,"א. עוזרי, י. שלו",יצחק שלו ואתי עוזרי ,77663
י,מתמטיקה,4582,מתמטיקה לכיתה י׳ (3 יח״ל) חלק א׳,ספר לימוד,ב. גורן,בני גורן,34638
י,מתמטיקה,4582,מתמטיקה לכיתה י׳ (3 יח״ל) חלק ב׳,ספר לימוד,ב. גורן,בני גורן,34639
י,מתמטיקה,4582,מתמטיקה לכיתה י׳ (3 יח״ל) חלק ג׳,ספר לימוד,ב. גורן,בני גורן,3464
י,מתמטיקה,4595,מתמטיקה לכיתה י׳ (4 יח״ל) חלק ג׳ ,ספר לימוד,ב. גורן,בני גורן,34643
י,מתמטיקה,4595,מתמטיקה לכיתה י׳ (4 יח״ל) כרך ב׳ ,ספר לימוד,ב. גורן,בני גורן,34642
י,מתמטיקה,9272,"מתמטיקה לתלמידי 3 יח""ל, תכנית ההיבחנות החדשה שאלון 3581",ספר לימוד,ג. יקואל,משבצת,382191
י,מתמטיקה,9273,"מתמטיקה לתלמידי 3 יח""ל, תכנית ההיבחנות החדשה שאלון 3582",ספר לימוד,ג. יקואל,משבצת,382173
י,מתמטיקה,9273,"מתמטיקה לתלמידי 3 יח""ל, תכנית ההיבחנות החדשה שאלון 3582, נספח",ספר לימוד,ג. יקואל,משבצת,382195
י,מתמטיקה,9274,"מתמטיקה לתלמידי 3 יח""ל, תכנית ההיבחנות החדשה שאלון 3583",ספר לימוד,ג. יקואל,משבצת,382176
י,מתמטיקה,4287,"מתמטיקה לתלמידי 45 יח""ל, תכנית ההיבחנות החדשה שאלונים 3584 ו 3586 חלק א'",ספר לימוד,ג. יקואל,משבצת,382177
י,מתמטיקה,4287,"מתמטיקה לתלמידי 45 יח""ל, תכנית ההיבחנות החדשה שאלונים 3584 ו 3586 חלק ב'",ספר לימוד,ג. יקואל,משבצת,382178
י,מתמטיקה,928,"מתמטיקה שאלון 81  מתמטיקה ויזואלית, חלק א'",ספר לימוד,פ. הודגלבוע,דוד,59212
י,מתמטיקה,928,"מתמטיקה שאלון 81  מתמטיקה ויזואלית, חלק ב'",ספר לימוד,פ. הודגלבוע,דוד,592121
י,מתמטיקה,9281,מתמטיקה שאלון 82  מתמטיקה ויזואלית (ספר או ערכת חוברות) עם כתיבה,ספר לימוד,פ. הודגלבוע,דוד,59212
י,מתמטיקה,9281,"מתמטיקה שאלון 82  מתמטיקה ויזואלית, נספח",ספר לימוד,פ. הודגלבוע,דוד,59211
י,מתמטיקה,9282,מתמטיקה שאלון 83  מתמטיקה ויזואלית (ספר או ערכת חוברות) עם כתיבה,ספר לימוד,פ. הודגלבוע,דוד,59213
י,מתמטיקה,9283,"מתמטיקה, 3 יח""ל, נספח לשאלון 82",ספר לימוד,"א. עוזרי, י. שלו",מתסטאר,77634
י,מתמטיקה,9338,שאלון 81,ספר לימוד,"י. גבע, ר. טל",יואל גבע,72835
י,מתמטיקה,9341,שאלון 84 ו86 כרך א',ספר לימוד,"י. גבע, א. דז'לדטי",יואל גבע,72825
י,מתמטיקה,9341,"שאלון 84 ו86 כרך א', נספח בנושא גאומטריההמעגל, לתלמידי 4 ו5 יח""ל",ספר לימוד,א. דז'לדטי,יואל גבע,72845
י,מתמטיקה,9341,שאלון 84 ו86 כרך ב',ספר לימוד,"י. גבע, א. דז'לדטי",יואל גבע,72826
י,מתמטיקה,9341,"שאלון 84 ו86 כרך ב', נספח בנושא פונקציות רציונליות ובעיות תנועה, לתלמידי 4 ו5 יח""ל",ספר לימוד,א. דז'לדטי,יואל גבע,72846
י,מתמטיקה,9644,תבניות ריבועיות,ספר לימוד,"מל""מ ירושלים",ידין עילם,36516
י,פיזיקה,4455,"אדם, נהיגה ורכב",קורס,ד.אליהו,מורן,733421
י,פיזיקה,953,אופטיקה – תורת האור והראייה,קורס,"מל""מ ירושלים",ידין עילם,36562
י,פיזיקה,4239,אופטיקה גאומטרית,קורס,ד. זינגר,רכגולד,199496
י,פיזיקה,8684,גלים ואופטיקה פיסיקלית,קורס,מכון ויצמן,תרבות לעם,27928
י,פיזיקה,8685,גלים מכניים ואלקטרומגנטיים,קורס,"מל""מ ירושלים",אורט,2121995
י,פיזיקה,4281,דוד שמש,קורס,ח. אישך,לוני כהן,1821253
י,פיזיקה,8686,"דיאגרמות, אנרגיה פוטנציאלית",קורס,מכון ויצמן,תרבות לעם,2792537
י,פיזיקה,359,חקר החלל  כרך א. המכניקה של מסלולי לוויינים וכוכבים וקוסמולוגיה,קורס,"מ. מידב, מ. אריאל, ב.רון זוהר, ש.משאל",רמות,2612
י,פיזיקה,359,חקר החלל  כרך ב. לוויינים ומשימות חלל,קורס,"מ. מידב, מ. אריאל, ב.רון זוהר, ש.משאל",רמות,2622   
י,פיזיקה,359,חקר החלל  כרך ג. יסודות האסטרונומיה התצפיתית,קורס,"מ. מידב, מ. אריאל, ב.רון זוהר, ש.משאל",רמות,2632
י,פיזיקה,8688,חקר מודרך בפיסיקה,קורס,מכון ויצמן,תרבות לעם,279257
י,פיזיקה,4466,חשמל,קורס,ע. זועבי,ראמוס ספרים וייעוץ ,1411762
י,פיזיקה,4234,"חשמל ומגנטיות 5 יח""ל",קורס,ד. זינגר,רכגולד,199485
י,פיזיקה,869,כאוס,קורס,מכון ויצמן,תרבות לעם,279259
י,פיזיקה,8692,כוחות ותנועה במישור + תקליטור,קורס,מכון ויצמן,תרבות לעם,279262
י,פיזיקה,8693,לייזרים ויישומיהם,קורס,מכון ויצמן,תרבות לעם,27924
י,פיזיקה,4466,מגנטיות,קורס,ע. זועבי,ראמוס ספרים וייעוץ ,1411761
י,פיזיקה,8697,מודלים של האור  פעילויות + תקליטור,קורס,מכון ויצמן,תרבות לעם,279294
י,פיזיקה,9586,מכניקה ניוטונית – פעילויות (א+ב) + תקליטור,קורס,מכון ויצמן,תרבות לעם,279269
י,פיזיקה,4345,מכניקה ניוטונית א',קורס,ע. רוזן,תרבות לעם,279295
י,פיזיקה,4314,מכניקה ניוטונית ב',קורס,ע. רוזן,תרבות לעם,279247
י,פיזיקה,4456,מכשיר המיקרוגל,קורס,ד.אליהו,מורן,733422
י,פיזיקה,8935,מכשיר מיקרוגל,קורס,ח. אישך,לוני כהן,1821258
י,פיזיקה,8698,מעוף – שדה ופוטנציאל – ארגון מושגים,קורס,מכון ויצמן,תרבות לעם,279258
י,פיזיקה,438,"מערכות טכנולוגיות (דוד שמש, חשמל בבית, מנוע המכוניות)",קורס,י. וא. עזרא,מורן,73344
י,פיזיקה,8683,נושאים בפיזיקה של המאה ה2,קורס,מכון ויצמן,תרבות לעם,279232
י,פיזיקה,8691,פיזיקה במקורות יהודיים,קורס,"צוות ביה""ס הגבוה לטכנולוגיה","ביה""ס הגבוה לטכנולוגיה",1821175
י,פיזיקה,4454,פיזיקה של נהיגה,קורס,ד.אליהו,מורן,73342
י,פיזיקה,4495,"פיסיקה, לקט ניסויים ",קורס,ד. זינגר,מכון ויצמן/תרבות לעם,27923
י,פיזיקה,8695,פעילויות חקר בפיזיקה,קורס,מכון ויצמן,תרבות לעם,279263
י,פיזיקה,871,"פרקי חשמל ומגנטיות, חלק א'",קורס,מכון ויצמן,תרבות לעם,279215
י,פיזיקה,871,"פרקי חשמל ומגנטיות, חלק ב'",קורס,מכון ויצמן,תרבות לעם,279256
י,פיזיקה,4237,"פרקים בחשמל ומגנטיות 3 יח""ל",קורס,ד. זינגר,רכגולד,199568
י,פיזיקה,4235,"פרקים במכניקה 3 יח""ל",קורס,ד. זינגר,רכגולד,199567
י,פיזיקה,4236,"פרקים במכניקה 5 יח""ל",קורס,ד. זינגר,רכגולד,199597
י,פיזיקה,4469,צילום דיגיטלי,קורס,ד.אליהו,מורן,733424
י,פיזיקה,4238,קרינה וחומר  גלים ואופטיקה פיסיקלית,קורס,ד. זינגר,רכגולד,199558
י,פיזיקה,424,קרינה וחומר  האטום והגרעין,קורס,ד. זינגר,רכגולד,199516
י,פיזיקה,4276,קרינה וחומר  מבוא לפיסיקה מודרנית,קורס,"י. גלילי, ד. עובדיה",יש!!! הפצת ספרים,2164
י,פיזיקה,487,"קרינה וחומר, כרך א' – אופטיקה גאומטרית",קורס,צוות תרבות לעם,תרבות לעם,27921
י,פיזיקה,487,"קרינה וחומר, כרך ב' – מודלים של האור",קורס,צוות תרבות לעם,תרבות לעם,279211
י,פיזיקה,487,"קרינה וחומר, כרך ג' – מודלים של האטום והגרעין",קורס,צוות תרבות לעם,תרבות לעם,279298
י,פיזיקה,4468,תקשורת סלולרית,קורס,ד.אליהו,מורן,733423
י,מתמטיקה ,4612,מתמטיקה כיתה י׳ 4 יח״ל  כרך א׳,ספר לימוד,"י. גבע, א. דז'לדטי ",יואל גבע,72891
י,מתמטיקה ,4612,מתמטיקה כיתה י׳ 4 יח״ל  כרך ב׳,ספר לימוד,"י. גבע, א. דז'לדטי ",יואל גבע,72892
י,מתמטיקה ,4612,מתמטיקה כיתה י׳ 4 יח״ל  כרך ג׳,ספר לימוד,"י. גבע, א. דז'לדטי ",יואל גבע,72811
י,מתמטיקה ,4613,מתמטיקה לכיתה י׳ (3 יח״ל)  חלק א׳,ספר לימוד,ב. גורן ,בני גורן     ,34654
י,מתמטיקה ,4613,מתמטיקה לכיתה י׳ (3 יח״ל)  חלק ב׳,ספר לימוד,ב. גורן ,בני גורן     ,34655
י,מתמטיקה ,4613,מתמטיקה לכיתה י׳ (3 יח״ל)  חלק ג׳,ספר לימוד,ב. גורן ,בני גורן     ,34656
י,מתמטיקה ,4614,מתמטיקה לכיתה י׳ (4 יח״ל)  חלק א׳,ספר לימוד,ב. גורן ,בני גורן     ,34657
י,מתמטיקה ,4614,מתמטיקה לכיתה י׳ (4 יח״ל)  חלק ב׳,ספר לימוד,ב. גורן ,בני גורן     ,34658
י,מתמטיקה ,4614,מתמטיקה לכיתה י׳ (4 יח״ל)  חלק ג׳,ספר לימוד,ב. גורן ,בני גורן     ,34659
י,מתמטיקה ,4594,"המתמטיקה של אנקורי חלק ב'  אשכול התמצאות במישור ובמרחב ספר לימוד לכיתה י' 3 יח""ל",ספר לימוד,"ר. יחיאלי, נ. מושיוב",אנקורי,451534
י,מחשבת ישראל,9515,את שאהבה נפשי  אהבה וזוגיות במחשבת ישראל,ספר לימוד,"צוות ת""ל",לוני כהן,1821237
י,מחשבת ישראל,9533,האדם במשנתו של הרב סעדיה גאון,ספר לימוד,"צוות ת""ל",לוני כהן,186561
י,מחשבת ישראל,9534,"האדם בסיפור גן העדן, עלפי פרשנות הרמב""ן",ספר לימוד,"צוות ת""ל",לוני כהן,186583
י,מחשבת ישראל,9548,ובחרת בחיים  ערך חיי אדם בתרבות ישראל,ספר לימוד,"צוות ת""ל",לוני כהן,1869548
י,מחשבת ישראל,4245,חלונות חג במחשבת ישראל,ספר לימוד,"צוות ת""ל",לוני כהן,1821293
י,מחשבת ישראל,426,מעגלי שייכות  זהות יהודית בעולם משתנה,ספר לימוד,"ר. יגר, ע. אלון",מכון שלום הרטמן,111333414
י,מחשבת ישראל,4349,משבר האמונה בעת החדשה,ספר לימוד,י. קורן,לוני כהן,1821382
י,מחשבת ישראל,9612,משנתו ההיסטורית של רבי יהודה הלוי,ספר לימוד,"צוות ת""ל",לוני כהן,186512
י,מחשבת ישראל,935,"עד""י  ערכים דמוקרטיים ויהדות",ספר לימוד,י. עדן,מכון שלום הרטמן,111333423
י,מחשבת ישראל,435,"שמונה פרקים לרמב""ם",ספר לימוד,צוות מכון הרטמן,לוני כהן,1113334145
י,מחשבת ישראל,4313,אמונה וגאולה,ספר לימוד,י. רודיק,לוני כהן,1864313
י,"תושב""ע",44,אל תוך עצמך ,ספר לימוד,צוות כתיבה,"רשת אהלי יוסף יצחק חב""ד ",14492
י,"תושב""ע",4547,בין הורים לילדים,ספר לימוד,צוות כתיבה,מכון שלום הרטמן,111333436
י,"תושב""ע",4527,דברים שבינו לבינה  מהדורת ניסוי,ספר לימוד,צוות כתיבה ,משרד החינוך,1864527
י,"תושב""ע",4172,יחיד וחברה,ספר לימוד,"י. עדן, ת. ביאלה",מכון שלום הרטמן,111333411
י,"תושב""ע",9244,מן המקורות על גרות וגיור,ספר לימוד,צ. שטינפלד,לוני כהן,1865222
י,"תושב""ע",8613,מן המקורות על החקיקה,ספר לימוד,"צוות ת""ל",לוני כהן,182173
י,"תושב""ע",8614,משפט ויושר,ספר לימוד,"צוות ת""ל",לוני כהן,182128
י,"תושב""ע",8615,משפט עברי,ספר לימוד,"צוות ת""ל",לוני כהן,1865122
י,"תושב""ע",9621,"סיורי מקורות באתר כורזים – חוברת עיונים ודפי הפעלה, נושא ביןתחומי ללמידה חוץ כיתתית",דפי הפעלה,"צוות ת""ל",לוני כהן,1821159
י,"תושב""ע",9625,"עם ישראל וארצו  מקורות בתושב""ע",ספר לימוד,א. נאה,לוני כהן,1821285
י,"תושב""ע",861,"פרקי משנה ב', פרקים ממסכתות ברכות, פאה, ביכורים ואבות",ספר לימוד,"צוות ת""ל",לוני כהן,186515
י,"תושב""ע",862,"פרקי משנה, פרקים מסדר נזיקין",ספר לימוד,"צוות ת""ל",לוני כהן,1865123
י,"תושב""ע",4355,"במעגלי הלכה דינים ומבוא  מסלול תושב""ע",ספר לימוד,צוות מרכז ההלכה,סולמות,11613
י,"תושב""ע",4356,במעגלי הלכה דינים ומבוא  מסלול תלמוד,ספר לימוד,צוות מרכז ההלכה,סולמות,11612
י,"תושב""ע",4383,במעגלי הלכה לעולים,ספר לימוד,צוות מרכז ההלכה,סולמות,116121
י,"תושב""ע",4551,"במעגלי המשנה ויסודות תושב""ע חוברת מקורות תשפ""א",ספר לימוד,צוות כתיבה,סולמות,116117
י,"תושב""ע",4343,"חמדת ימים  הלכות שבת, חלק ב'",ספר לימוד,א. פרנקל,חמדת ימים,35595
י,"תושב""ע",4428,לקט מצוות מספר החינוך,ספר לימוד,ע. בנימיני,מעלות,11832
י,"תושב""ע",4357,"משפט, חברה ורפואה",ספר לימוד,צוות מרכז ההלכה,סולמות,11611
י,"תושב""ע",932,"סייעתא לגמרא, מילון מילות ומשפטי מפתח בגמרא","מילון, מילון מושגים  ",א. כרמל,פלדהיים,9781598268485
י,"תושב""ע",4522,צורבא מרבנן  הלכות בין אדם לחברו והלכות ברכות,ספר לימוד,י. שטרן,צורבא מרבנן,87224
י,"תושב""ע",4425,צורבא מרבנן  הלכות כשרות,ספר לימוד,י. שטרן,צורבא מרבנן,872214
י,"תושב""ע",4521,צורבא מרבנן  הלכות שבת,ספר לימוד,י. שטרן,צורבא מרבנן,87225
י,"תושב""ע",4381,תפילה כמפגש,ספר לימוד,א. טרגין,סולמות,11614
י,"תושב""ע ",454,צורבא לתלמידים,ספר לימוד,צוות כתיבה,צורבא מרבנן,87223
י,"תנ""ך",4616,בקיאות במלכים  כולל הפרקים מספר מלכים ,ספר לימוד,צוות כתיבה,לוני כהן,1864616
י,"תנ""ך",4615,בקיאות במלכים  ללא הפרקים מספר מלכים ,ספר לימוד,צוות כתיבה,לוני כהן,1864615
י,תרבות יהודיתישראלית,4554,מתעודת זהות לתודעת זהות,ספר לימוד,"צוות קרן תל""י בשיתוף משרד החינוך ","קרן תל""י ומשרד החינוך",1131733358
י,איטלקית,459,Progetto Italiano 1,ספר לימוד,"T. Martin, S. Magnelli",Edilingua,97896693553
י,איטלקית,458,Un Tuffo Nell’Azzurro  1St Book,ספר לימוד,"P. Bacci, G. Zambardino",Panozzo Editore,978887472127
י,איטלקית,458,Un Tuffo Nell’Azzurro  2Nd Book,ספר לימוד,"P. Bacci, G. Zambardino",Panozzo Editore,9788874721641
י,אנגלית,4486,Kareem Talking Dictionary V 78,מילון אלקטרוני,צוות דאר אלהודא,דאר אלהודא הוצאה לאור,1864486
י,אנגלית,454,Start Ahead,ספר לימוד,B. Hasoni,Hasoni Lemodim Books,87173
י,אנגלית,4494,Texton Babylon 24  מילון דו לשוני ערבית  אנגלית,מילון אלקטרוני,Babylon,יהודה ברמן,8773
י,אנגלית,436,The Longman Dictionary Of Modern English  EnglishEnglishArabic ,מילון  ,צוות כותבים,Pearson Education,882293
י,אנגלית,4433,Loving Literature,ספר לימוד,R. Lichtner,A.E.L Publications,978965737869
י,אנגלית,4368,Oxford EnglishEnglishHebrew Student's Dictionary \ Oxford,מילון  ,קרנרמןלוני כהן,קרנרמןלוני כהן,19673
י,אנגלית,4539,Say That Again,ספר לימוד,T. Albert,Toby Albert,14871
י,אנגלית,4476,"Speak Now – Heredi Version, Proficiency Level, Stage 1, Student's Book",ספר לימוד,"M.Ziv, Z.Maor",מפעלים אוניברסיטאים UPP,7412
י,אנגלית,4538,Speak Up,ספר לימוד,T. Albert,Toby Albert,14872
י,אנגלית,4537,Speak Up Too,ספר לימוד,T. Albert,Toby Albert,14873
י,אנגלית,456,"Well Said, Proficiency Level, Stage 1, Student's Book",ספר לימוד,R. Lichtner,A.E.L Publications,14737832
י,אנגלית,4367,המילון המקיף החדש אנגליעברי/עבריאנגלי,מילון  ,ש. זילברמן,Zilberman,2926
י,אנגלית,4336,המילון העולמי אנגליעברי/עבריאנגלי,מילון  ,Y. Hofmam,Yenti Hofman,811727
י,אנגלית,4528,Oxford Oxf8 מילון דו לשוני ערביאנגלי,מילון אלקטרוני,Oxford,לוני כהן,19678
י,אנגלית,4342,"4 Points Literature Program Option 1, Student's Book",ספר לימוד,"M. Ziv, L. Kitlaru",מפעלים אוניברסיטאים UPP,7484
י,אנגלית,4335,"4 Points Literature Program Option 2, Student's Book",ספר לימוד,"M. Ziv, L. Kitlaru",מפעלים אוניברסיטאים UPP,74862
י,אנגלית,4526,Babylon Touch  9223,מילון אלקטרוני,Babylon,יהודה ברמן,8774
י,אנגלית,4195,"Contrasts, Intermediate Level, Stage 3  Proficiency Level, Stage 1, Practice Book",חוברת עבודה,H. Coddington,אריק כהן,153759
י,אנגלית,4195,"Contrasts,Intermediate Level, Stage 3  Proficiency Level, Stage 1, Student's Book",ספר לימוד,"R. Carmel, J. Goren, H. Coddington",אריק כהן,153758
י,אנגלית,462,English in Context,ספר לימוד,A. Wilson,אריק כהן,153245
י,אנגלית,4398,"Making Sense, Proficiency Level, Stage 1+2, Student's Book",ספר לימוד,"R. Carmel, J. Goren",אריק כהן,15393
י,אנגלית,4197,"Master Class  Proficiency Level, Stage 1, Practice Book",חוברת עבודה,E. Assis,אריק כהן,153762
י,אנגלית,4197,"Master Class  Proficiency Level, Stage 1, Student's Book",ספר לימוד,E. Assis,אריק כהן,153761
י,אנגלית,4569,"New High Five, Coursebook",ספר לימוד,מ. אפשטיין,אריק כהן,15327
י,אנגלית,4498,"Now You're Talking 2, Proficiency Level, Stage 1, Student's Book",ספר לימוד,R. Lichtner,A.E.L Publications,1473788
י,אנגלית,4388,Oxford  Xf7 מילון דו לשוני עברי אנגלי,מילון אלקטרוני,Oxford,לוני כהן,19677
י,אנגלית,4368,Oxford EnglishEnglishHebrew Student's Dictionary \ Oxford,מילון  ,קרנרמןלוני כהן,קרנרמןלוני כהן,19673
י,אנגלית,2365,"Point The Way  Foundation Level, Stage 3, Practice Book",חוברת עבודה,J. Dobkins,אריק כהן,15383
י,אנגלית,2365,"Point The Way  Foundation Level, Stage 3, Student's Book",ספר לימוד,J. Dobkins,אריק כהן,15382
י,אנגלית,4499,"Speak Now,  Proficiency Level, Stage 1, Student's Book",ספר לימוד,"M.Ziv, Z.Maor",מפעלים אוניברסיטאים UPP,74117
י,אנגלית,45,"Speaking, Proficiency Level, Stage 1, Student's Book",ספר לימוד,צוות אריק כהן,אריק כהן,153945
י,אנגלית,4396,"Take A Stand, Proficiency Level, Stage12, Student's Book",ספר לימוד,"D. Partoyche, A. Sarnow",אריק כהן,153888
י,אנגלית,4434,"Take The Lead,  Intermediate Level, Stage 3, Student's Book",ספר לימוד,Z.Maor ,מפעלים אוניברסיטאים UPP,7498
י,אנגלית,4462,Texton Babylon 9222 מילון דו לשוני עברי  אנגלי,מילון אלקטרוני,Babylon,יהודה ברמן,8771
י,אנגלית,4475,Texton Baylon 34 מילון דו לשוני עברי  אנגלי,מילון אלקטרוני,Babylon,יהודה ברמן,8772
י,אנגלית,4397,"That's Right,  Intermediate Level, Stage 2 ,Student's Book",ספר לימוד,M. Ben Zion,אריק כהן,153885
י,אנגלית,4497,"Turning Points, Proficiency Level Stage 1+2, Student's Book",ספר לימוד,R. Shemesh,אריק כהן,153939
י,אנגלית,8933,"Twelve Angry Men, Student's Book",ספר לימוד,R. Lewenstein,A.E.L Publications,143782
י,אנגלית,4577,Viewpoints,ספר לימוד,א. ווילסון,אריק כהן,153216
י,אנגלית,4589,Vocabulary in Focus,חוברת לימוד,"פ. אור, מ. אפשטיין",אריק כהן,153983
י,אנגלית,4573,Word Power Band III Group A,חוברת לימוד,S. B. Avrahami,Barbara's English Books,1445
י,אנגלית,4574,Word Power Band III Group B,חוברת לימוד,S. B. Avrahami,Barbara's English Books,1447
י,אנגלית,4423,המילון האוניברסלי אנגליעברי/עבריאנגלי,מילון  ,Y. Hofmam,Yenti Hofman,8117278
י,אנגלית,4367,המילון המקיף החדש אנגליעברי/עבריאנגלי,מילון  ,ש. זילברמן,Zilberman,2926
י,אנגלית,448,קוויקשנרי  Ts,מילון אלקטרוני,Wizcomtech,Wizcomtech,8761
י,יידיש,4477,יידיש בהנאה  יידיש מיט געשמאק,ספר לימוד,ד. קוסמן,ש. זק,412289
י,יידיש,4477,יידיש בהנאה  יידיש מיט געשמאק +Dc3,ספר לימוד,ד. קוסמן,ש. זק,412389
י,סינית,4478,לומדים סינית בקצב כרך 1,ספר לימוד,ד. ש. פינג,סינרגיה  המרכז הסיני ישראלי,87321
י,סינית,4478,לומדים סינית בקצב כרך 2,ספר לימוד,ד. ש. פינג,סינרגיה  המרכז הסיני ישראלי,87322
י,סינית,4478,לומדים סינית בקצב כרך 3,ספר לימוד,ד. ש. פינג,סינרגיה  המרכז הסיני ישראלי,87323
י,סינית,4478,לומדים סינית בקצב כרך 4,ספר לימוד,ד. ש. פינג,סינרגיה  המרכז הסיני ישראלי,87324
י,סינית,4479,סינית בקלי קלות,ספר לימוד,"א. משולם, ע. רמות",משולם ורמות,87341
י,סינית,4479,סינית בקלי קלות,ספר לימוד,"א. משולם, ע. רמות",משולם ורמות,87342
י,סינית,451,סינית מודרנית למתחילים  חוברת תרגול סימניות 当代中文,חוברת,Wu Zhongwei,,9787827765
י,סינית,451,סינית מודרנית למתחילים  חוברת 当代中文,חוברת,Wu Zhongwei,,9787827758
י,סינית,451,סינית מודרנית למתחילים  ספר 当代中文,חוברת,Wu Zhongwei,,9787827741
י,ספרדית,861,Agencia Ele A1 Libro De Clase+ Cd,ספר לימוד,"J. Amenós, M. GilTorenso,Vi. Soria",Sgel,978849778423
י,ספרדית,8912,"Club Prisma A1, Libro Del Alumno",ספר לימוד,M. A. S Casado,Edinumen,97884984818
י,ספרדית,4515,Espacio Joven 36º A1 Libro De Ejercicios,ספר לימוד,E. Espacio,Edinumen,9788498489378
י,ספרדית,862,Toresano In'Es Soria  Libro De Clase,ספר לימוד,J. Amen'os Manuela Gil,Sgel,978849778416
י,"עברית: הבנה, הבעה ולשון ",4461,בציר הלשון,ספר לימוד,א. ברגר,יבנה | בונוס,2532314
י,"עברית: הבנה, הבעה ולשון ",446,בשבילי הטקסט,ספר לימוד,"נ. גנאל, ק. נ. שרעבי",שרי הוצאה לאור,138137
י,"עברית: הבנה, הבעה ולשון ",4565,לשון בקלי קלות,ספר לימוד,א. קיים,כנרת,4212712
י,"עברית: הבנה, הבעה ולשון ",4482,לשון לתיכון (7%צורות),קורס,צוות מטח,מטח,781544
י,"עברית: הבנה, הבעה ולשון ",4482,לשון לתיכון (7%תחביר),קורס,צוות מטח,מטח,781543
י,"עברית: הבנה, הבעה ולשון ",4482,לשון לתיכון חדש (3%צורות),קורס,צוות מטח,מטח,7862812
י,"עברית: הבנה, הבעה ולשון ",4482,לשון לתיכון חדש (3%תחביר),קורס,צוות מטח,מטח,7862815
י,"עברית: הבנה, הבעה ולשון ",4277,"שאלה של טקסט  הבנה והבעה לבית הספר הע""יס",ספר לימוד,"ר. גדיש, ס. חרוב, נ. פרילוק, ר. רוזנר",לוני כהן,182124
י,"עברית: הבנה, הבעה ולשון ",4459,שיאי לשון,ספר לימוד,"ד. לוי, מ. דלל",רכס,1591873
י,"עברית: הבנה, הבעה ולשון ",4459,שיאי לשון  חוברת העשרה (תרגול),חוברת עבודה,"ד. לוי, מ. דלל",רכס,15918789
י,"עברית: הבנה, הבעה ולשון ",4461,שפה משותפת  חוברת העשרה (תרגול) לספר בציר הלשון,חוברת עבודה,"א. ברגר, ט. אהרון",יבנה | בונוס,2532659
י,עולם הערבים והאסלאם,4524,תולדות האסלאם והמזרח התיכון בעת החדשה,ספר לימוד,ל. קוזמא,רכס,1591948
י,ערבית לדוברי עברית,8768,"אל ערביה, ערבית לבית הספר העברי  ספר ג'",ספר לימוד,"צוות ת""ל",לוני כהן,18285
י,ערבית לדוברי עברית,4566,אמניאת 1  (משאלות 1),ספר לימוד,א. פרגמן  ר. ראובן – ארברמן ,א. פרגמן  ר. ראובן – ארברמן ,87911
י,ערבית לדוברי עברית,4596,המילון הערבי העברי החדש,מילון,מ. מילסון,מאגנס,453548
י,ערבית לדוברי עברית,4452,חוברת עבודה  בערבית לכיתה י' ,חוברת עבודה,א. מזרחי,חי סחר,8371
י,ערבית לדוברי עברית,4624,מילון אלקטרוני עבריתאנגלית/אנגלית עברית דגם 38,מילון  ,Babylon,יהודה ברמן,8775
י,ערבית לדוברי עברית,4625,מילון אלקטרוני ערביתאנגלית/אנגלית ערבית דגם 38AR,מילון  ,Babylon,יהודה ברמן,8776
י,ערבית לדוברי עברית,4597,מילון ערבי עברי שימושי (מהדורה מעודכנת),מילון,א. שרוני,משרד הביטחון,153969
י,ערבית לדוברי עברית,4598,מילון ערבי עברי ללשון הערבית החדשה,מילון,"ש. פסח, א. דוד",מאגנס,453545
י,ערבית לדוברי עברית,438,"ערבית ספרותית בכיף, חלק א'",ספר לימוד,ד. שובל,דן שובל,8791
י,ערבית לדוברי עברית,4481,תחדיאת  (אתגרים)  י,ספר לימוד,"א. פרי, ת. גלבוע",פרי גלבוע,877223
י,צרפתית,4535, En Français 1,ספר לימוד,V. Laskov,TLG Publishing House,12751
י,צרפתית,93,Adosphere 2  Cahier D'Activites,חוברת עבודה,"M. Poletti, C. Himber",Hachette,978211557179
י,צרפתית,93,Adosphere 2  Methode,ספר לימוד,"M. Poletti, C. Himber",Hachette, 978211557155
י,צרפתית,896,"Bien Joué 2, Livre De L'Eleve",ספר לימוד,"C. Gilson, MG. Selle, MC. Jamet, A. Gruneberg",Hachette,1217
י,צרפתית,8917,Culture Et Civilisation Francaise,ספר לימוד,Department Des Programmes D'Etudes Et Inspection De Francais,לוני כהן,1821224
י,צרפתית,8918,"Junior 2, Methode De Francais, Livre De L'Eleve",ספר לימוד,"M. Butzbach, C. Martin, D. Pastor, I. Saracibar",Cle International,1222
י,צרפתית,8923,"Junior Plus 2, Methode De Francais, Livre De L'Eleve",ספר לימוד,"M. Butzbach, C. Martin, D. Pastor, I. Saracibar",Cle International,1225
